"associatedReferences","basisOfRecord","bibliographicCitation","catalogNumber","collectionCode","coordinatePrecision","decimalLatitude","decimalLongitude","identifiedBy","institutionCode","locality","maximumDepthInMeters","minimumDepthInMeters","occurrenceRemarks","scientificName","scientificNameAuthorship","scientificNameID","verbatimDepth","waterBody","id","dataset_id","node_id","depth","dropped","absence","marine","brackish","superdomain","kingdom","phylum","class","subclass","order","superfamily","family","genus","species","superdomainid","kingdomid","phylumid","classid","subclassid","orderid","superfamilyid","familyid","genusid","speciesid","aphiaID","originalScientificName","flags","bathymetry","shoredistance","sst","sss","day","dynamicProperties","eventDate","individualCount","month","preparations","year","date_start","date_mid","date_end","date_year","occurrenceID","occurrenceStatus","ownerInstitutionCode","references","collectionID","coordinateUncertaintyInMeters","footprintWKT","typeStatus","continent","country","datasetID","fieldNumber","modified","specificEpithet","datasetName","lifeStage","locationID","otherCatalogNumbers","sex","recordedBy","stateProvince"
NA,"LivingSpecimen",NA,NA,"BCO-DMO",NA,14.2821702957,-54.3660011292,NA,NA,NA,1000,0,"instrument: Moc10; tow: 7; net: 4","Firoloida desmarestia",NA,"urn:lsid:marinespecies.org:taxname:139943",NA,NA,"da1427e8-b533-46e4-ad2c-f665834b80f4","56e55f76-6dda-403d-805b-f8922fa1766d","310922b4-9d0c-4de1-92d7-9b442d34765b",500,FALSE,FALSE,TRUE,FALSE,NA,"Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",NA,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida demarestia",NA,5336,560287,27.54,34.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHB0603_2006_5",NA,NA,NA,NA,NA,NA,NA,"RHB0603",NA
"Rosenberg, G., F. Moretzsohn, and E. F. Garca. 2009. Gastropoda (Mollusca) of the Gulf of Mexico, Pp. 579-699.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","HumanObservation","Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/","Spp-33-0574_A2","B89PII","365090.0",30.2504348755,-86.6693878174,"Rosenberg, G., F. Moretzsohn, and E. F. Garca","HRI","NNE Gulf of Mexico",100,0,"Database description and disclaimer at: http://gulfbase.org/","Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943","0-100","Gulf of Mexico","dc24b596-f720-473f-8ede-58d0aaa2f26e","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","310922b4-9d0c-4de1-92d7-9b442d34765b",50,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia","DEPTH_EXCEEDS_BATH",22,16198,23.74,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"National Museum of Natural History, Smithsonian Institution","PreservedSpecimen","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1018002.804451","Invertebrate Zoology",NA,27.6530609131,-79.8851394653,NA,"USNM","Fort Pierce",NA,NA,NA,"Firoloida desmarestia","Lesueur","urn:lsid:marinespecies.org:taxname:139943",NA,"North Atlantic Ocean","dcabecf5-c50d-46b3-bbf3-b30e246ff96f","89e23fc8-3f61-4480-9de3-358fe6eefe0b","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,FALSE,FALSE,TRUE,FALSE,NA,"Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",NA,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia","NO_DEPTH",193,44161,26.68,36.07,"1","observedindividualcount=4;","2002-05-01T12:00:00Z","4.0","5","Alcohol (Ethanol)","2002",1020211200000,1020211200000,1020211200000,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H. Reichert","Florida"
"Rosenberg, G., F. Moretzsohn, and E. F. Garca. 2009. Gastropoda (Mollusca) of the Gulf of Mexico, Pp. 579-699.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","HumanObservation","Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/","Spp-33-0574_H1","B89PII","302390.0",29.7485084534,-93.0898971558,"Rosenberg, G., F. Moretzsohn, and E. F. Garca","HRI","NNW  Gulf of Mexico",100,0,"Database description and disclaimer at: http://gulfbase.org/","Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943","0-100","Gulf of Mexico","df66ce09-580f-471b-90bb-2c9e9e99b5e4","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","310922b4-9d0c-4de1-92d7-9b442d34765b",50,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia","DEPTH_EXCEEDS_BATH",-1,119,23.45,29.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Occurrence",NA,"Lebanon University_Zooplankton of Lebanon_11464","Zooplankton of Lebanon",NA,34.566666667,35.583333333,NA,"Lebanon University",NA,200,0,NA,"Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943",NA,NA,"e105156f-f622-4e30-b64b-c267535032c9","7166db26-05a1-4ca7-832b-19af8260f32e","4bf79a01-65a9-4db6-b37b-18434f26ddfc",100,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmaresti",NA,1208,17920,22.86,39.1,NA,NA,"1972-06/1982-12",NA,NA,NA,NA,76204800000,243129600000,410140800000,1977,"urn:catalog:Lebanon University:Zooplankton of Lebanon:Lebanon University_Zooplankton of Lebanon_11464","present",NA,NA,NA,NA,NA,NA,"Mediterranean Sea","Lebanon","https://marineinfo.org/id/dataset/3474","G3","2013-03-29 12:21:17",NA,NA,NA,NA,NA,NA,NA,NA
"Rosenberg, G., F. Moretzsohn, and E. F. Garca. 2009. Gastropoda (Mollusca) of the Gulf of Mexico, Pp. 579-699.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","HumanObservation","Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/","Spp-33-0574_D1","B89PII","225550.0",21.5704536438,-87.8837127686,"Rosenberg, G., F. Moretzsohn, and E. F. Garca","HRI","SSE  Gulf of Mexico",100,0,"Database description and disclaimer at: http://gulfbase.org/","Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943","0-100","Gulf of Mexico","e172a3dc-e4fc-4d10-a3df-ddbd3d2e453c","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","310922b4-9d0c-4de1-92d7-9b442d34765b",50,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia","DEPTH_EXCEEDS_BATH",8,188,25.96,36.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosenberg, G., F. Moretzsohn, and E. F. Garca. 2009. Gastropoda (Mollusca) of the Gulf of Mexico, Pp. 579-699.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","HumanObservation","Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/","Spp-33-0574_F3","B89PII","303960.0",22.4037761688,-97.4438934326,"Rosenberg, G., F. Moretzsohn, and E. F. Garca","HRI","WSW  Gulf of Mexico",100,0,"Database description and disclaimer at: http://gulfbase.org/","Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943","0-100","Gulf of Mexico","e47048b2-9f7d-4fb6-aeed-79b7c03ec93b","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","310922b4-9d0c-4de1-92d7-9b442d34765b",50,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia",NA,65,37117,26.22,35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HumanObservation",NA,"105475","INDOBIS-DATASET1",NA,-4.58277797699,55.6666679382,NA,"NCL","Seychelles Islands",NA,NA,NA,"Firoloida desmarestia","Lesueur","urn:lsid:marinespecies.org:taxname:139943",NA,NA,"e6ec14ad-2bdc-4fe6-942c-988ae0fe25d8","d0d2a510-ba24-487b-80ca-afc86922cb1c","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmaresti","NO_DEPTH",42,10641,28.08,35.24,NA,NA,"1817-07-02T12:00:00Z",NA,NA,NA,NA,-4.81248e+12,-4.81248e+12,-4.81248e+12,1817,NA,NA,NA,NA,NA,NA,NA,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Occurrence",NA,"Lebanon University_Zooplankton of Lebanon_11484","Zooplankton of Lebanon",NA,34.55,35.566666667,NA,"Lebanon University",NA,0,0,NA,"Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943",NA,NA,"e7d8e1e7-9524-4520-9c06-be354f138053","7166db26-05a1-4ca7-832b-19af8260f32e","4bf79a01-65a9-4db6-b37b-18434f26ddfc",0,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmaresti",NA,1200.4,18647,22.86,39.1,NA,NA,"2000-04/2007-06",NA,NA,NA,NA,954547200000,1068854400000,1183161600000,2003,"urn:catalog:Lebanon University:Zooplankton of Lebanon:Lebanon University_Zooplankton of Lebanon_11484","present",NA,NA,NA,NA,NA,NA,"Mediterranean Sea","Lebanon","https://marineinfo.org/id/dataset/3474","Tr2","2013-03-29 12:21:17",NA,NA,NA,NA,NA,NA,NA,NA
NA,"HumanObservation",NA,"105475",NA,NA,-19.678333,63.420277,NA,"CMLRE","Rodrigues Island",NA,NA,NA,"Firoloida desmarestia",NA,"urn:lsid:marinespecies.org:taxname:139943",NA,NA,"e8780972-2594-4dce-9be6-9e40dfbded57","c46f24d7-4dc7-48e1-922a-fc34b66e9ccc","1a3b0f1a-4474-4d73-9ee1-d28f92a83996",NA,FALSE,FALSE,TRUE,FALSE,NA,"Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",NA,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmaresti","NO_DEPTH",-3,184,25.72,34.98,NA,NA,"1817",NA,NA,NA,NA,-4828204800000,-4.81248e+12,-4796755200000,1817,"34546","present","NIO","This dataset was transferred from National Institute of Oceanography (NIO) by Dr. Mohideen Wafar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PreservedSpecimen",NA,"333195","Malakologie - SMF",NA,33.6048333333,28.5701666667,"A. W. Janssen","SMF",NA,3037,3037,NA,"Firoloida desmarestia",NA,"urn:lsid:marinespecies.org:taxname:139943",NA,NA,"eadb3ca7-7e8a-4cfe-8f95-ac8978eaf5f6","97bdf279-6f78-4ed7-ad9d-27a5886f8ff2","4bf79a01-65a9-4db6-b37b-18434f26ddfc",3037,FALSE,FALSE,TRUE,FALSE,NA,"Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",NA,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida demarestia",NA,3039.4,238524,21.6,39.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SMF:Malakologie - SMF:333195:0xE9F3030001000600","present",NA,"http://sesam.senckenberg.de/page/index.asp?objekt_id=274539&sprache_kurz=en",NA,NA,NA,NA,NA,"Mediterranean Region","https://marineinfo.org/id/dataset/961",NA,"2009-03-23 11:40:00","demarestia",NA,NA,NA,NA,NA,NA,NA
"Rosenberg, G., F. Moretzsohn, and E. F. Garca. 2009. Gastropoda (Mollusca) of the Gulf of Mexico, Pp. 579-699.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","HumanObservation","Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/","Spp-33-0574_G3","B89PII","263900.0",27.1292877197,-96.6004257202,"Rosenberg, G., F. Moretzsohn, and E. F. Garca","HRI","WNW  Gulf of Mexico",100,0,"Database description and disclaimer at: http://gulfbase.org/","Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943","0-100","Gulf of Mexico","ee1a08aa-3db1-4a07-bdab-e0c7df285379","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","310922b4-9d0c-4de1-92d7-9b442d34765b",50,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia",NA,92,75669,25.14,34.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"National Museum of Natural History, Smithsonian Institution","PreservedSpecimen","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","848017.513183","Invertebrate Zoology: Mollusks",NA,7.19999980927,-105.432998657,NA,"USNM",NA,NA,NA,NA,"Firoloida desmarestia","Lesueur","urn:lsid:marinespecies.org:taxname:139943",NA,"North Pacific Ocean","ef544041-7c60-44af-8104-4dbf49535483","89e23fc8-3f61-4480-9de3-358fe6eefe0b","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,FALSE,FALSE,TRUE,FALSE,NA,"Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",NA,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia","NO_DEPTH",3654,538497,27.91,33.49,NA,"observedindividualcount=1;",NA,"1.0",NA,"Formalin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosenberg, G., F. Moretzsohn, and E. F. Garca. 2009. Gastropoda (Mollusca) of the Gulf of Mexico, Pp. 579-699.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","HumanObservation","Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/","Spp-33-0574_C2","B89PII","195770.0",24.7805652618,-82.3406906128,"Rosenberg, G., F. Moretzsohn, and E. F. Garca","HRI","ESE  Gulf of Mexico",100,0,"Database description and disclaimer at: http://gulfbase.org/","Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943","0-100","Gulf of Mexico","f6ba4450-af0a-46e0-af40-44c67ce917fb","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","310922b4-9d0c-4de1-92d7-9b442d34765b",50,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia","DEPTH_EXCEEDS_BATH",26,28843,26.37,36.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"National Museum of Natural History, Smithsonian Institution","PreservedSpecimen","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","848022.513189","Invertebrate Zoology: Mollusks",NA,5.16699981689,-112.467002869,NA,"USNM",NA,NA,NA,NA,"Firoloida desmarestia","Lesueur","urn:lsid:marinespecies.org:taxname:139943",NA,"North Pacific Ocean","f97afbb9-5d66-466d-8d83-b2ef36b72259","89e23fc8-3f61-4480-9de3-358fe6eefe0b","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,FALSE,FALSE,TRUE,FALSE,NA,"Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",NA,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia","NO_DEPTH",4020,672555,27.34,34.19,NA,"observedindividualcount=4;",NA,"4.0",NA,"Formalin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Occurrence",NA,"Lebanon University_Zooplankton of Lebanon_11481","Zooplankton of Lebanon",NA,34.416666667,35.533333333,NA,"Lebanon University",NA,0,0,NA,"Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943",NA,NA,"fe7925c3-d7b6-4ab0-9825-fa4cd943ea2e","7166db26-05a1-4ca7-832b-19af8260f32e","4bf79a01-65a9-4db6-b37b-18434f26ddfc",0,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmaresti",NA,1133,17785,22.9,39.1,NA,NA,"1995-04/2002-06",NA,NA,NA,NA,796694400000,911001600000,1025395200000,1998,"urn:catalog:Lebanon University:Zooplankton of Lebanon:Lebanon University_Zooplankton of Lebanon_11481","present",NA,NA,NA,NA,NA,NA,"Mediterranean Sea","Lebanon","https://marineinfo.org/id/dataset/3474","Si2","2013-03-29 12:21:17",NA,NA,NA,NA,NA,NA,NA,NA
"Rosenberg, G., F. Moretzsohn, and E. F. Garca. 2009. Gastropoda (Mollusca) of the Gulf of Mexico, Pp. 579-699.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","HumanObservation","Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/","Spp-33-0574_B1","B89PII","349800.0",27.4702758789,-82.6907272339,"Rosenberg, G., F. Moretzsohn, and E. F. Garca","HRI","ENE Gulf of Mexico",100,0,"Database description and disclaimer at: http://gulfbase.org/","Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943","0-100","Gulf of Mexico","fe957196-e4d1-4d71-9fd1-0165eeb6a873","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","310922b4-9d0c-4de1-92d7-9b442d34765b",50,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia","DEPTH_EXCEEDS_BATH",-4,42,24.73,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosenberg, G., F. Moretzsohn, and E. F. Garca. 2009. Gastropoda (Mollusca) of the Gulf of Mexico, Pp. 579-699.Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico-Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","HumanObservation","Moretzsohn, F., J. Brenner, P. Michaud, J.W. Tunnell, and T. Shirley. 2009. Biodiversity of the Gulf of Mexico Database. Version 1. URL: http://gulfbase.org/","Spp-33-0574_C1","B89PII","249350.0",23.0251464844,-82.887260437,"Rosenberg, G., F. Moretzsohn, and E. F. Garca","HRI","ESE  Gulf of Mexico",100,0,"Database description and disclaimer at: http://gulfbase.org/","Firoloida desmarestia","Lesueur,","urn:lsid:marinespecies.org:taxname:139943","0-100","Gulf of Mexico","ff694d0f-915c-47a1-9d12-953af7800139","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","310922b4-9d0c-4de1-92d7-9b442d34765b",50,FALSE,FALSE,TRUE,FALSE,"Biota","Animalia","Mollusca","Gastropoda","Caenogastropoda","Littorinimorpha","Pterotracheoidea","Pterotracheidae","Firoloida","Firoloida desmarestia",1,2,51,101,224570,382213,387338,225072,138008,139943,139943,"Firoloida desmarestia",NA,126,466,27.69,35.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
